爱	愛	ai4	ài	to love; to be fond of; to like; affection; to be inclined (to do sth); to tend to (happen)
爱好	愛好	ai4hao4	àihào	to like; to be fond of; to take pleasure in; to be keen on; interest; hobby
八	八	ba1	bā	eight; 8
爸爸	爸爸	ba4ba5	bàba	(coll.) father; dad
吧	吧	ba5	ba	(modal particle indicating suggestion, request, or assumption)
白	白	bai2	bái	white; snowy; pure
白天	白天	bai2tian1	báitiān	daytime; during the day; day
百	百	bai3	bǎi	hundred; numerous; all kinds of
班	班	ban1	bān	team; class; grade; (military) squad; work shift
半	半	ban4	bàn	half; semi-; incomplete
半年	半年	ban4nian2	bànnián	half a year
半天	半天	ban4tian1	bàntiān	half of the day; a long time; quite a while
帮	幫	bang1	bāng	to help; to assist; to support
帮忙	幫忙	bang1mang2	bāngmáng	to help; to lend a hand; to do a favor
包	包	bao1	bāo	to cover; to wrap; to hold
包子	包子	bao1zi5	bāozi	bao (steamed stuffed bun)
杯	杯	bei1	bēi	cup; trophy cup; classifier for certain containers of liquids: glass, cup
杯子	杯子	bei1zi5	bēizi	cup; glass
北	北	bei3	běi	north; (classical) to be defeated
北边	北邊	bei3bian1	běibiān	north; north side; northern part
北京	北京	Bei3jing1	Běijīng	Beijing, capital of the People's Republic of China
本	本	ben3	běn	root; stem; origin
本子	本子	ben3zi5	běnzi	book; notebook; Japanese-style self-published comic (esp. an erotic one), aka "dōjinshi"
比	比	bi3	bǐ	to compare; (followed by a noun and adjective) more {adj.} than {noun}; ratio
别	別	bie2	bié	to leave; to part (from); (literary) to differentiate; to distinguish; (bound form) other; another; different
别的	別的	bie2de5	biéde	else; other
别人	別人	bie2ren5	biéren	other people; others; other person
病	病	bing4	bìng	illness; disease; to fall ill
病人	病人	bing4ren2	bìngrén	sick person; patient; invalid
不大	不大	bu4da4	bùdà	not very; not too; not often
不对	不對	bu4dui4	bùduì	incorrect; wrong; amiss
不客气	不客氣	bu4ke4qi5	bùkèqi	you're welcome; don't mention it; impolite
不用	不用	bu4yong4	bùyòng	need not
不	不	bu4	bù	no; not so; (bound form) not; un-
菜	菜	cai4	cài	dish (type of food); vegetable; cuisine
茶	茶	cha2	chá	tea; tea plant
差	差	cha4	chà	different; wrong; mistaken; to fall short; to lack
常	常	chang2	cháng	always; ever; often
常常	常常	chang2chang2	chángcháng	frequently; often
唱	唱	chang4	chàng	to sing; to call loudly; to chant
唱歌	唱歌	chang4ge1	chànggē	to sing a song
车	車	che1	chē	car; vehicle; machine
车票	車票	che1piao4	chēpiào	ticket (for a bus or train)
车上	車上	che1shang4	chēshàng	Car
车站	車站	che1zhan4	chēzhàn	rail station; bus stop
吃	吃	chi1	chī	to eat; to consume; to eat at (a cafeteria etc); to eradicate; to destroy
吃饭	吃飯	chi1fan4	chīfàn	to have a meal; to eat; to make a living
出	出	chu1	chū	to go out; to come out; to occur
出来	出來	chu1lai2	chūlái	to come out; to appear; to arise
出去	出去	chu1qu4	chūqù	to go out
穿	穿	chuan1	chuān	to wear; to put on; to dress
床	床	chuang2	chuáng	bed; couch; classifier for beds
次	次	ci4	cì	next in sequence; second; the second (day, time etc)
从	從	cong2	cóng	from; through; via
错	錯	cuo4	cuò	mistake; wrong; bad
打	打	da3	dǎ	to beat; to strike; to hit
打车	打車	da3che1	dǎchē	to take a taxi (in town); to hitch a lift
打电话	打電話	da3dian4hua4	dǎdiànhuà	to make a telephone call
打开	打開	da3kai1	dǎkāi	to open; to show (a ticket); to turn on
打球	打球	da3qiu2	dǎqiú	to play ball; to play with a ball
大	大	da4	dà	big; large; great; older (than another person); eldest (as in 姐)
大学	大學	da4xue2	dàxué	university; college
大学生	大學生	da4xue2sheng1	dàxuéshēng	university student; college student
到	到	dao4	dào	to reach; to arrive; to leave for; to go to; to (a place); until (a time); up to (a point)
得到	得到	de2dao4	dédào	to get; to obtain; to receive
地	地	de5, di4	de, dì	-ly (adverbial particle) | earth; ground; place
的	的	de5	de	of; ~'s (possessive particle); (used after an attribute); (used to form a nominal expression)
等	等	deng3	děng	class; rank; grade
地点	地點	di4dian3	dìdiǎn	place; site; location
地方	地方	di4fang5	dìfang	area; place; space
地上	地上	di4shang5	dìshang	on the ground; on the floor
地图	地圖	di4tu2	dìtú	map
弟弟	弟弟	di4di5	dìdi	younger brother
第	第	di4	dì	(prefix indicating ordinal number, as in 六 "sixth"); (literary) grades in which successful candidates in the imperial examinations were placed; (old) residence of a high official
点	點	dian3	diǎn	point; dot; drop
电	電	dian4	diàn	lightning; electricity; electric (bound form)
电话	電話	dian4hua4	diànhuà	telephone; phone call; phone number
电脑	電腦	dian4nao3	diànnǎo	computer
电视	電視	dian4shi4	diànshì	television; TV
电视机	電視機	dian4shi4ji1	diànshìjī	television set
电影	電影	dian4ying3	diànyǐng	movie; film
电影院	電影院	dian4ying3yuan4	diànyǐngyuàn	cinema; movie theater
东	東	dong1	dōng	east; host (i.e. sitting on east side of guest); landlord
东边	東邊	dong1bian5	dōngbian	east; east side; eastern part
东西	東西	dong1xi5	dōngxi	thing; stuff; person
动	動	dong4	dòng	(of sth) to move; to set in movement; to displace
动作	動作	dong4zuo4	dòngzuò	movement; motion; action; to act; to move
都	都	dou1	dōu	all; both; entirely; (used for emphasis) even; already
读	讀	du2	dú	to read out; to read aloud; to read; to attend (school); to study (a subject in school)
读书	讀書	du2shu1	dúshū	to read a book; to study; to attend school
对	對	dui4	duì	right; correct; towards; at; for; concerning; regarding
对不起	對不起	dui4bu5qi3	duìbuqǐ	I'm sorry; excuse me; I beg your pardon; to let (sb) down; to disappoint
多	多	duo1	duō	many; much; too many; in excess; (after a numeral) ... odd
多少	多少	duo1shao3	duōshǎo	number; amount; somewhat
饿	餓	e4	è	to be hungry; hungry; to starve (sb)
儿子	兒子	er2zi5	érzi	son
二	二	er4	èr	two; 2; (Beijing dialect) stupid
饭	飯	fan4	fàn	cooked rice; meal; (loanword) fan
饭店	飯店	fan4dian4	fàndiàn	restaurant; hotel
房间	房間	fang2jian1	fángjiān	room
房子	房子	fang2zi5	fángzi	house; building (single- or two-story); apartment
放	放	fang4	fàng	to put; to place; to release
放假	放假	fang4jia4	fàngjià	to have a holiday or vacation
放学	放學	fang4xue2	fàngxué	to dismiss students at the end of the school day
飞	飛	fei1	fēi	to fly
飞机	飛機	fei1ji1	fēijī	airplane
非常	非常	fei1chang2	fēicháng	very; really; unusual; extraordinary
