安慰	安慰	an1wei4	ānwèi	to comfort; to console
岸	岸	an4	àn	bank; shore; beach; coast
岸上	岸上	an4shang4	ànshàng	ashore; on the riverbank
按摩	按摩	an4mo2	ànmó	massage; to massage
拔	拔	ba2	bá	to pull up; to pull out; to draw out by suction
白酒	白酒	bai2jiu3	báijiǔ	baijiu, a spirit usually distilled from sorghum; (Tw) white wine (abbr. for 酒)
拜访	拜訪	bai4fang3	bàifǎng	to pay a visit; to call on
版	版	ban3	bǎn	a register; block of printing; edition
扮演	扮演	ban4yan3	bànyǎn	to play the role of; to act
棒	棒	bang4	bàng	stick; club; cudgel
包围	包圍	bao1wei2	bāowéi	to surround; to encircle; to hem in
包装	包裝	bao1zhuang1	bāozhuāng	to pack; to package; to wrap
保卫	保衛	bao3wei4	bǎowèi	to defend; to safeguard
保养	保養	bao3yang3	bǎoyǎng	to take good care of (or conserve) one's health; to keep in good repair; to maintain
报答	報答	bao4da2	bàodá	to repay; to requite
报警	報警	bao4jing3	bàojǐng	to sound an alarm; to report sth to the police
抱怨	抱怨	bao4yuan4	bàoyuàn	to complain; to grumble; to harbor a complaint
背包	背包	bei1bao1	bēibāo	knapsack; rucksack; infantry pack
悲剧	悲劇	bei1ju4	bēijù	tragedy
悲伤	悲傷	bei1shang1	bēishāng	sad; sorrowful
北极	北極	bei3ji2	běijí	the North Pole; the Arctic Pole; the north magnetic pole
被动	被動	bei4dong4	bèidòng	passive
辈	輩	bei4	bèi	lifetime; generation; group of people
本人	本人	ben3ren2	běnrén	I; me; myself; oneself; yourself; himself; herself; the person concerned
鼻子	鼻子	bi2zi5	bízi	nose
比方	比方	bi3fang5	bǐfang	analogy; instance; for instance
比重	比重	bi3zhong4	bǐzhòng	proportion; specific gravity
彼此	彼此	bi3ci3	bǐcǐ	each other; one another
必	必	bi4	bì	certainly; must; will
必需	必需	bi4xu1	bìxū	to need; to require; essential
毕竟	畢竟	bi4jing4	bìjìng	after all; all in all; when all is said and done
闭幕	閉幕	bi4mu4	bìmù	the curtain falls; lower the curtain; to come to an end (of a meeting)
闭幕式	閉幕式	bi4mu4shi4	bìmùshì	closing ceremony
边境	邊境	bian1jing4	biānjìng	frontier; border
编辑	編輯	bian1ji2	biānjí	to edit; editor
变动	變動	bian4dong4	biàndòng	to change; to fluctuate; change
便利	便利	bian4li4	biànlì	convenient; easy; to facilitate
便条	便條	bian4tiao2	biàntiáo	(informal) note
便于	便於	bian4yu2	biànyú	easy to; convenient for
宾馆	賓館	bin1guan3	bīnguǎn	guesthouse; lodge; hotel
饼	餅	bing3	bǐng	round flat cake; cookie; cake
饼干	餅乾	bing3gan1	bǐnggān	biscuit; cracker; cookie
病毒	病毒	bing4du2	bìngdú	virus
玻璃	玻璃	bo1li5	bōli	glass; (slang) male homosexual
博客	博客	bo2ke4	bókè	blog (loanword); weblog; blogger
博览会	博覽會	bo2lan3hui4	bólǎnhuì	exposition; international fair
博士	博士	bo2shi4	bóshì	doctor; court academician (in feudal China); Ph.D.
博物馆	博物館	bo2wu4guan3	bówùguǎn	museum
薄弱	薄弱	bo2ruo4	bóruò	weak; frail
不顾	不顧	bu4gu4	bùgù	in spite of; regardless of
不利	不利	bu4li4	bùlì	unfavorable; disadvantageous; harmful
不耐烦	不耐煩	bu4nai4fan2	bùnàifán	impatient; to lose patience
不幸	不幸	bu4xing4	bùxìng	misfortune; adversity; unfortunate
不易	不易	bu4yi4	bùyì	not easy to do sth; difficult; unchanging
补偿	補償	bu3chang2	bǔcháng	to compensate; to make up
补贴	補貼	bu3tie1	bǔtiē	to subsidize; subsidy; allowance
不曾	不曾	bu4ceng2	bùcéng	hasn't yet; hasn't ever
不得了	不得了	bu4de2liao3	bùdéliǎo	desperately serious; disastrous; extremely
不敢当	不敢當	bu4gan3dang1	bùgǎndāng	lit. I dare not (accept the honor); fig. I don't deserve your praise; you flatter me
不良	不良	bu4liang2	bùliáng	bad; harmful; unhealthy
不免	不免	bu4mian3	bùmiǎn	inevitably
不能不	不能不	bu4neng2bu4	bùnéngbù	have to; cannot but
不时	不時	bu4shi2	bùshí	from time to time; now and then; occasionally
不停	不停	bu4ting2	bùtíng	incessant
不许	不許	bu4xu3	bùxǔ	not to allow; must not; can't
不止	不止	bu4zhi3	bùzhǐ	incessantly; without end; more than
不足	不足	bu4zu2	bùzú	insufficient; lacking; deficiency
部位	部位	bu4wei4	bùwèi	part (esp. of the body, but also of a vegetable (e.g. the root), or a garment (e.g. the sleeve) etc)
猜	猜	cai1	cāi	to guess
猜测	猜測	cai1ce4	cāicè	to guess; to conjecture; to surmise
裁判	裁判	cai2pan4	cáipàn	judgment; to referee; umpire
采购	採購	cai3gou4	cǎigòu	to procure (for an enterprise etc); to purchase
彩票	彩票	cai3piao4	cǎipiào	lottery ticket
餐馆	餐館	can1guan3	cānguǎn	restaurant
餐厅	餐廳	can1ting1	cāntīng	dining hall; dining room; restaurant
餐饮	餐飲	can1yin3	cānyǐn	food and beverage; catering; repast
草原	草原	cao3yuan2	cǎoyuán	grassland; prairie
册	冊	ce4	cè	book; booklet; classifier for books
层次	層次	ceng2ci4	céngcì	layer; level; gradation
叉	叉	cha1	chā	fork; pitchfork; prong
叉子	叉子	cha1zi5	chāzi	fork
差别	差別	cha1bie2	chābié	difference; distinction; disparity
差距	差距	cha1ju4	chājù	disparity; gap
插	插	cha1	chā	to insert; stick in; pierce
查询	查詢	cha2xun2	cháxún	to check; to inquire; to consult (a document etc)
差点儿	差點兒	cha4dian3r5	chàdiǎnr	erhua variant of 差点; almost; nearly
拆	拆	chai1	chāi	to tear open; to tear down; to tear apart
拆除	拆除	chai1chu2	chāichú	to tear down; to demolish; to dismantle
产业	產業	chan3ye4	chǎnyè	industry; estate; property
长度	長度	chang2du4	chángdù	length
长寿	長壽	chang2shou4	chángshòu	longevity; long-lived
肠	腸	chang2	cháng	intestines
尝	嘗	chang2	cháng	to taste; to try (food); to experience; (literary) ever; once
尝试	嘗試	chang2shi4	chángshì	to try; to attempt
厂长	廠長	chang3zhang3	chǎngzhǎng	factory director
场面	場面	chang3mian4	chǎngmiàn	scene; spectacle; occasion
倡导	倡導	chang4dao3	chàngdǎo	to advocate; to initiate; to propose
超越	超越	chao1yue4	chāoyuè	to surpass; to exceed; to transcend
车主	車主	che1zhu3	chēzhǔ	vehicle owner
称号	稱號	cheng1hao4	chēnghào	name; term of address; title
成本	成本	cheng2ben3	chéngběn	(manufacturing, production etc) costs
成交	成交	cheng2jiao1	chéngjiāo	to complete a contract; to reach a deal
成效	成效	cheng2xiao4	chéngxiào	effect; result
成语	成語	cheng2yu3	chéngyǔ	Chinese set expression, typically of 4 characters, often alluding to a story or historical quotation; idiom; proverb
承办	承辦	cheng2ban4	chéngbàn	to undertake; to accept a contract
城里	城裡	cheng2li3	chénglǐ	In the city
乘	乘	cheng2	chéng	to ride; to mount; to make use of
乘车	乘車	cheng2che1	chéngchē	to ride (in a car or carriage); to drive; to motor
乘客	乘客	cheng2ke4	chéngkè	passenger
乘坐	乘坐	cheng2zuo4	chéngzuò	to ride (in a vehicle)
吃力	吃力	chi1li4	chīlì	to entail strenuous effort; to toil at a task; strenuous
池子	池子	chi2zi5	chízi	pond; bathhouse pool; dance floor of a ballroom
迟	遲	chi2	chí	late; delayed; slow
冲动	衝動	chong1dong4	chōngdòng	to have an urge; to be impetuous; impulse
冲突	衝突	chong1tu1	chōngtū	conflict; to conflict; clash of opposing forces
充足	充足	chong1zu2	chōngzú	adequate; sufficient; abundant
愁	愁	chou2	chóu	to worry about
丑	丑	chou3	chǒu	clown; 2nd earthly branch: 1-3 a.m., 12th solar month (6th January to 3rd February), year of the Ox; ancient Chinese compass point: 30°
臭	臭	chou4	chòu	stench; smelly; to smell (bad)
出版	出版	chu1ban3	chūbǎn	to publish
出差	出差	chu1chai1	chūchāi	to go on an official or business trip
出汗	出汗	chu1han4	chūhàn	to perspire; to sweat
出于	出於	chu1yu2	chūyú	due to; to stem from
初期	初期	chu1qi1	chūqī	initial stage; beginning period
除非	除非	chu2fei1	chúfēi	only if (..., or otherwise, ...); only when; only in the case that
除夕	除夕	Chu2xi1	Chúxī	lunar New Year's Eve
厨房	廚房	chu2fang2	chúfáng	kitchen
处罚	處罰	chu3fa2	chǔfá	to penalize; to punish
处分	處分	chu3fen4	chǔfèn	to discipline sb; to punish; disciplinary action
处在	處在	chu3zai4	chǔzài	to be situated at; to find oneself at
传达	傳達	chuan2da2	chuándá	to pass on; to convey; to relay
传递	傳遞	chuan2di4	chuándì	to transmit; to pass on to sb else; (math.) transitive
传真	傳真	chuan2zhen1	chuánzhēn	fax; facsimile
窗帘	窗簾	chuang1lian2	chuānglián	window curtains
闯	闖	chuang3	chuǎng	to rush; to charge; to dash
创立	創立	chuang4li4	chuànglì	to establish; to set up; to found
辞典	辭典	ci2dian3	cídiǎn	dictionary (variant of 词典)
辞职	辭職	ci2zhi2	cízhí	to resign
此后	此後	ci3hou4	cǐhòu	after this; afterwards; hereafter
此刻	此刻	ci3ke4	cǐkè	this moment; now; at present
此时	此時	ci3shi2	cǐshí	now; this moment
聪明	聰明	cong1ming5	cōngming	intelligent; clever; bright
从而	從而	cong2er2	cóngér	thus; thereby
从中	從中	cong2zhong1	cóngzhōng	from within; therefrom
脆	脆	cui4	cuì	brittle; fragile; crisp
存款	存款	cun2kuan3	cúnkuǎn	to deposit money (in a bank etc); bank savings; bank deposit
寸	寸	cun4	cùn	a unit of length; inch; thumb
达成	達成	da2cheng2	dáchéng	to reach (an agreement); to accomplish
答	答	da2	dá	to answer; to reply; to respond
答复	答覆	da2fu4	dáfù	to answer; to reply; Reply to: (in email header)
打扮	打扮	da3ban5	dǎban	to decorate; to dress; to make up
打包	打包	da3bao1	dǎbāo	to wrap; to pack; to put leftovers in a doggy bag for take-out; (computing) to package (i.e. create an archive file)
打击	打擊	da3ji1	dǎjī	to hit; to strike; to attack
打架	打架	da3jia4	dǎjià	to fight; to scuffle; to come to blows
打扰	打擾	da3rao3	dǎrǎo	to disturb; to bother; to trouble
大胆	大膽	da4dan3	dàdǎn	brazen; audacious; outrageous
大都	大都	da4dou1	dàdōu	for the most part; on the whole; also pr. [dà dū]
大纲	大綱	da4gang1	dàgāng	synopsis; outline; program
大伙儿	大伙兒	da4huo3r5	dàhuǒr	erhua variant of 大伙; everybody; everyone
大奖赛	大獎賽	da4jiang3sai4	dàjiǎngsài	grand prix
大脑	大腦	da4nao3	dànǎo	brain; cerebrum
大事	大事	da4shi4	dàshì	major event; major political event (war or change of regime); major social event (wedding or funeral)
大厅	大廳	da4ting1	dàtīng	hall; lounge
大象	大象	da4xiang4	dàxiàng	elephant
大熊猫	大熊貓	da4xiong2mao1	dàxióngmāo	giant panda (Ailuropoda melanoleuca)
大于	大於	da4yu2	dàyú	greater than; bigger than; more than
大致	大致	da4zhi4	dàzhì	more or less; roughly; approximately
呆	呆	dai1	dāi	foolish; stupid; expressionless
待	待	dai4	dài	to wait; to treat; to deal with
代价	代價	dai4jia4	dàijià	price; cost; consideration (in share dealing)
代理	代理	dai4li3	dàilǐ	to act on behalf of sb in a responsible position; to act as an agent or proxy; surrogate
带有	帶有	dai4you3	dàiyǒu	to have as a feature or characteristic; to have an element of (confidence, sweetness, malevolence etc); to carry (a pathogen, connotation etc)
贷款	貸款	dai4kuan3	dàikuǎn	a loan; to provide a loan (e.g. bank); to raise a loan (from e.g. a bank)
单一	單一	dan1yi1	dānyī	single; only; sole
胆	膽	dan3	dǎn	gall bladder; courage; guts
胆小	膽小	dan3xiao3	dǎnxiǎo	cowardice; timid
蛋糕	蛋糕	dan4gao1	dàngāo	cake
当场	當場	dang1chang3	dāngchǎng	at the scene; on the spot
当代	當代	dang1dai4	dāngdài	the present age; the contemporary era
当年	當年	dang1nian2	dāngnián	in those days; then; in those years
当前	當前	dang1qian2	dāngqián	the present time; to be faced with
当选	當選	dang1xuan3	dāngxuǎn	to be elected; to be selected
挡	擋	dang3	dǎng	to resist; to obstruct; to hinder
到来	到來	dao4lai2	dàolái	to arrive; arrival; advent
倒是	倒是	dao4shi5	dàoshi	contrary to what one might expect; actually; contrariwise
道德	道德	dao4de2	dàodé	virtue; morality; ethics
得了	得了	de2le5	déle	all right!; that's enough!
得以	得以	de2yi3	déyǐ	able to; so that sb can; enabling
等候	等候	deng3hou4	děnghòu	to wait; to wait for
等级	等級	deng3ji2	děngjí	grade; rank; status
低于	低於	di1yu2	dīyú	to be lower than
地带	地帶	di4dai4	dìdài	zone
地形	地形	di4xing2	dìxíng	topography; terrain; landform
